Title	Price	City	Location	Microlocation	Street	Type	Area	Rooms	Poster	Heating	Furnished	Floor	FloorTotal	PaymentType	Additional	Other	Description	PostingId	PostingDate
Nov stan Lekino brdo	650 €	Beograd	Opština Voždovac	Lekino brdo	Todora Dukina	stan	46 m2	2.0	Agencija	Toplotne pumpe	namešteno	1	4	mesečno	['Odmah useljiv', 'Depozit', 'Dozvoljeni kućni ljubimci']	['Terasa', 'Klima', 'Lift', 'Topla voda', 'Interfon', 'Video nadzor']	U prilici smo da Vam ponudimo kompletno opremljen dvosoban stan za izdavanje i odmah useljive. Stan se nalazi novoj SMART zgradi sa toplotnom i zvučnom izolacijom i liftom. Stan se sastoji od predsoblja, dnevne sobe sa kuhinjom i trpezarijom, spavaćim blokom, kupatilom i terasom. S obzirom da je zgrada Smart, sve se kontroliše elektronskim putem. Grejanje i hladjenje stanova ide putem toplotne pumpe koja je visoko energetski efikasna što režije čini niskim. Zgrada se nalazi u mirnoj ulici na Lekinom brdu, u neposrednoj blizini nalazi se Maxi, Lidl, Beo Shopping Center, park Šumice, osnovna i srednja škola. Odlična povezanost sa svim delovima grada kao i izlazu na auto-put	5425646742769	03.03.2026. u 12:07
Novogradnja Jove Ilića	800 €	Beograd	Opština Voždovac	Jove Ilića	Jove Ilića	stan	60 m2	3.0	Agencija	Gas	namešteno	PR	4	mesečno	['Odmah useljiv', 'Depozit']	['Klima', 'Lift', 'Topla voda', 'Telefon', 'Internet', 'Interfon', 'Video nadzor']	Trosoban stan u novogradnji – Voždovac, ulica Jove Ilića Izdaje se moderan trosoban stan u kvalitetnoj novogradnji na Voždovcu, u ulici Jove Ilića. Stan se nalazi u prizemlju stambene zgrade i predstavlja funkcionalno rešenje kako za stanovanje. Osnovne karakteristike: Površina: 60 m² Struktura: trosoban Spratnost: prizemlje Novogradnja Grejanje: etažno na gas Izuzetno niski mesečni troškovi Kvalitetna gradnja i savremeni standardi Prednosti: Odlična lokacija u mirnom i urbanom delu Voždovca Dobra saobraćajna povezanost sa ostatkom grada Funkcionalan raspored prostorija Stan je idealan za porodično stanovanje. Vise slika uskoro! Za više informacija i zakazivanje razgledanja: BUYRENT Real Estate	5425646742746	03.03.2026. u 12:06
Stan Bulevar Oslobođenja	1.950 €	Beograd	Opština Voždovac	Bulevar oslobođenja	Bulevar oslobođenja	stan	132 m2	4.5	Agencija	CG	namešteno	2	4	mesečno	['Odmah useljiv', 'Depozit', 'Dozvoljeni kućni ljubimci']	['Terasa', 'Lođa', 'Klima', 'Lift', 'Topla voda', 'Telefon', 'Internet', 'Interfon', 'Video nadzor', 'Garaža', 'Parking']	Luksuzan i prostran stan - Bulevar Oslobođenja, Beograd Izdaje se ekskluzivan, moderan i prostran stan površine 132m2 na prestižnoj lokaciji - Bulevar Oslobođenja. Ključne Karakteristike Stana: Površina i Spratnost: Stan ima 132m2 i nalazi se na drugom spratu od ukupno 4 u novijoj, kvalitetnoj zgradi. Raspored: Savršen raspored za udoban porodični život ili rad od kuće: 3 Spavaće Sobe: Uključujući jednu master spavaću sobu sa sopstvenim (en-suite) luksuznim kupatilom. Dnevni Boravak i Kuhinja: Izuzetno prostran dnevni boravak povezan sa trpezarijom, te ogromna i funkcionalno opremljena kuhinja. Kupatila: Stan ima ukupno dva kupatila (jedno u sklopu master sobe) i jedan zaseban toalet. U toaletu se nalazi mašina za pranje i mašina za sušenje veša. Terase: Dve prelepe terase pružaju dodatni prostor za opuštanje i uživanje. Oprema: Stan je kompletno opremljen svom neophodnom belom tehnikom (frižider, rerna, ploča, sudo mašina, itd.). Stan prima kućne ljubimce. ️ Parking: Uključeno u Cenu: Jedno garažno mesto je obezbeđeno i uključeno u mesečnu cenu najma. Mogućnost Dodatnog Parkinga: Postoji opcija iznajmljivanja još jednog garažnog mesta po dogovoru. Lokacija: Bulevar Oslobođenja nudi odličnu povezanost sa svim delovima grada, blizinu važnih saobraćajnica, kao i neposrednu blizinu prodavnica, parkova i javnog prevoza. Stan je idealan za porodice ili poslovne ljude koji cene komfor, prostranost i vrhunski kvalitet života.	5425646743214	03.03.2026. u 12:06
Lux sa garažom u ceni, odmah useljiv	1.500 €	Beograd	Opština Vračar	Crveni krst	Vojvode Šupljikca	stan	100 m2	4.0	Agencija	CG	namešteno	3	5	mesečno	['Odmah useljiv', 'Depozit']	['Terasa', 'Lođa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Garaža']	Lux namešten stan sa parking mestom u garaži zgrade u oglašenoj ceni Odmah useljiv vrhunski stan u održavanoj zgradi novije gradnje, na Crvenom krstu, gde vam je sve neophodno za život u neposrednoj blizini, kao i veliki broj sadržaja kojima oplemenjujemo život, pozorišta, sportski centri, i sve ono što centar garada svakodnevno nudi . Stan je dvostran, svetao, opremljen vrhunskim nameštajem i aparatima, a budućem zakupcu na raspolaganju su tri spavaće sobe, dva kupatila, fantastična dnevna soba sa trpezarijom i kuhinjom i dve terase, prijatan, lep veliki odlično organizovan prostor, gde je svaki element enterijera izabran s merom i ukusom, pri čemu se vodilo računa i o praktičnoj strani i komforu, tako da je u spavaćim sobama dovoljno prostora za odlaganje, sve prostorije su maksimalno funkcionalne i opremljene tako da obezbede komforno stanovanje. Ukoliko ste zainteresovani, izvolite, stan je odmah useljiv, uz mesečno plaćanje i depozit u visini jedne mesečne rente, a budućem zakupcu na raspolaganju je i parking mesto u garaži zgrade u oglašenoj ceni. Za strane državljane moguća je prijava boravka na adresi nepokretnosti. Vaš posrednik Vista nekretnine Agencija naplaćuje proviziju za posredovanje u zakupu ove nepokretnosti Immediately available top apartment in a well-maintained building of recent construction, on Red Cross, where everything you need for life is in the immediate vicinity, as well as a large number of facilities that enrich life, theaters, sports centers, and everything that the center of Belgrade  offers on a daily basis. The apartment is equipped with top-quality furniture and appliances, and the future tenant has three bedrooms, two bathrooms, a fantastic living room with a dining room and kitchen and two terraces, a pleasant and bright, beautiful large space, where every element of the interior is chosen with measure and taste, taking into account the practical side and comfort, so that there is enough storage space in the bedrooms, all rooms are maximally functional and equipped to ensure comfortable living. If you are interested, here you go, the apartment is ready to move in immediately, with a monthly payment and a deposit in the amount of one month's rent, and a parking space in the garage of the building is available for the future tenant at the advertised price. For foreign citizens, it is possible to register residence at the address of the real estate. Your broker Vista Real Estate The agency charges a commission for mediation in the rental of this real estate	5425646742733	03.03.2026. u 12:00
Svetao, moderan duplex, garaža, Dorćol, ID 4120	1.200 €	Beograd	Opština Stari grad	Dorćol		stan	105 m2	3.0	Agencija	CG	namešteno	5	5	mesečno	['Odmah useljiv', 'Nije stan u kući', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor', 'Garaža']		5425645475555	03.03.2026. u 11:59
Trg Republike, izdavanje, studio, lux renoviran	700 €	Beograd	Opština Stari grad	Trg Republike	Trg republike	stan	38 m2	1.0	Agencija	CG	namešteno	7	7		['Odmah useljiv', 'Nije stan u kući', 'Depozit']	['Lift', 'KATV', 'Internet', 'Interfon']	Moderan, luksuzan studio pozicioniran na najekskluzivnijoj lokaciji, u srcu Beograda, na Trgu republike, u neposrednoj blizini Kalemegdana, Knez Mihailove ulice, pozorišta, muzeja. Svi infrastrukturni, kulturni, obrazovni i komercijalni sadržaji su na par stotina metara udaljenosti. Prostor je kompletno i kvalitetno renoviran i bez dodatnih ulaganja. Ovaj moderan studio se sastoji iz kuhinje, sobe, galerije i kupatila. Odlična lokacija, funkcionalnost i estetika čine ovaj prostor veoma udobnim za stanovanje. Izdaje se na duži vremenski period. Odmah useljiv. Izuzetno niski režijski troškovi. Obavezan depozit prema zakupodavcu u visini rente + 50% provizija agencije za usluge posredovanja. 069/2191-847 i 011/2283-734	5425646811998	03.03.2026. u 11:59
West 65-prazan za kancelariju ili stanovanje	900 €	Beograd	Opština Novi Beograd	Blok 65	Omladinskih brigada	stan	62 m2	2.0	Agencija	CG	polunamešteno	1	7	mesečno	['Odmah useljiv']	['Terasa', 'Lođa', 'Klima', 'Lift', 'Internet', 'Garaža']	West 65 I sprat, izdaje se sa opremljenom kuhinjom i belom tehnikom, bez nameštaja sa slike. Garaža uz doplatu 100 eur Ag. provizija 50 % za zakup do 12 meseci. - 8827	5425646840987	03.03.2026. u 11:48
Arena, za poslovni prostor, sa garažom, I sprat ID	900 €	Beograd	Opština Novi Beograd	Arena	Bulevar Arsenija Carnojevica	stan	92 m2	3.0	Agencija	CG	prazno	1	6	mesečno	['Odmah useljiv']	['Terasa', 'Lođa', 'Lift', 'Telefon', 'Internet', 'Garaža']	Arena, 3.0 stan, I sprat, tri kancelarije, kuhinja, dve lodje, dva kupatila, izdaje se pravnom licu za potrebe firme,garaža, Ag provizija 50 % (za ugovoreni zakup do 12 meseci) ID5687. - 5687	5425646837405	03.03.2026. u 11:48
Lux 2.0 stan na Dorćolu	750 €	Beograd	Opština Stari grad	Dorćol	Tadeuša Košćuška	stan	64 m2	2.0	Agencija	CG	namešteno	6	6	mesečno	['Odmah useljiv']	['Terasa', 'Lođa', 'Klima', 'Lift', 'Telefon', 'Internet']	Tadeša Košćuška, kompletno renoviran 2.0 stan sa pogledom na reku, Zemun i Gardoš. Izdaje se po prvi put i izuzetno je komforan sa odličnim rasporedom prostorija. Odmah useljiv Ag. provizija 50%. - 8828	5425646837404	03.03.2026. u 11:48
BW Simfonija-Lux 3.0 stan	2.000 €	Beograd	Opština Savski venac	Beograd na vodi	BW Simfonija	stan	86 m2	3.0	Agencija	CG	namešteno	9	16	mesečno	['Odmah useljiv']	['Terasa', 'Lođa', 'Klima', 'Lift', 'Internet', 'Garaža']	Izdaje se prelep trosoban, izuzetno svetao stan n a 9. spratu zgrade Simfonija. Garažno mesto je uključeno u cenu. Ag. provizija 50%. - 8656	5425645219718	03.03.2026. u 11:48
Savada, 2.0 nov stan, sa garažom	1.000 €	Beograd	Opština Novi Beograd	Blok 67a (A blok)	Urosa Martinovica	stan	60 m2	2.0	Agencija	CG	namešteno	3	6	mesečno	['Odmah useljiv']	['Terasa', 'Lođa', 'Klima', 'Lift', 'Telefon', 'Internet', 'Garaža']	Savada, Moderan , komforan dvosoban stan, III sprat, otvorena kuhinja, terasa, garaža, mogućnost prijave stranaca. Ag. provizija 50% ID 8177. - 8177	5425644808006	03.03.2026. u 11:48
Lux 4.0 stan-Šumatovačka, polunamešten, useljiv	1.350 €	Beograd	Opština Vračar	Hram svetog Save	Sumatovacka	stan	120 m2	4.0	Agencija		polunamešteno	3	6	mesečno	['Odmah useljiv']	['Terasa', 'Klima', 'Lift', 'Telefon', 'Internet', 'Garaža']	Sumatovacka, blize Hramu. Odlican nov stan sa velikim dnevnim boravkom, tri spavace sobe, standardnom terasom , kupatilom, toaletom i garažnim mestom koje se dodatno plaća. Grejanje je na struju, klimatizovan. Stan nije pogodan za kućne ljubimce. Ag provizija 50% ID7921. - 7921	5425646828261	03.03.2026. u 11:48
Svetogorska-Lux stan-Nova zgrada	1.700 €	Beograd	Opština Stari grad	Centar	Svetogorska	stan	100 m2	3.0	Agencija	CG	namešteno	4	6	mesečno	['Odmah useljiv']	['Terasa', 'Lift', 'Telefon', 'Internet']	Centar-Svetogorska ulica.Luksuzan stan u NOVOJ zgradi sa velikom terasom, ostavom pored stana, dve spavaće sobe. Orijentisan suprotno od glavne ulice. Za svaku preporuku. Useljiv početkom marta. Ag provizija 50 % ID3283. - 3283	5425646680397	03.03.2026. u 11:48
Birčaninova-Slavija	900 €	Beograd	Opština Vračar	Slavija	Bircaninova	stan	61 m2	2.0	Agencija	CG	namešteno	8	9	mesečno	['Odmah useljiv']	['Terasa', 'Lođa', 'Klima', 'Lift', 'Internet']	Odlično lociran stan, renoviran i kompletno opremlje. Izuzetno svetao, visoki plafoni, dve terase, lift, cg, pogledka Hramu i ka Slaviji. Odmah useljiv Ag. provizija 50%. - 8826	5425646824127	03.03.2026. u 11:48
Blok 63, novija gradnja	550 €	Beograd	Opština Novi Beograd	Blok 63	Jurija Gagarina	stan	43 m2	2.0	Agencija	CG	namešteno	1	6	mesečno	['Odmah useljiv']	['Terasa', 'Lođa', 'Klima', 'Lift', 'Internet']	Blok 63 Kompletno opremljen stan sa spavacom sobom, toalet, lodja, I sprat, klimatizovan, slobodan parking Ag. provizija 50% Blok 63 Completely equipped apartment with bedroom, toilet, terrace, large closet, first floor, air conditioned, free parking. Ag fee 50% . - 8530	5425646629365	03.03.2026. u 11:48
Premium poslovni prostor sa 4 parking mesta	1.500 €	Beograd	Opština Vračar	Kalenić pijaca	Prote Mateje	stan	137 m2	4.0	Agencija	CG	polunamešteno	1	6	mesečno	['Odmah useljiv']	['Terasa', 'Klima', 'Lift', 'Telefon', 'Internet', 'Garaža']	Prote Mateje, bliže Njegoševoj Idealan za firmu-1500 eur plus dve klackalice sa 3 parking mesta (doplata 150 eur po jednom parking mestu), opciono Reprezentativan stan u novijoj zgradi sastoji se od open space velikog boravka, tri kancelarije , kuhinje, dva kupatila, toaleta, ostave i lođe. Nalazi se na I spratu. Useljiv je odmah. Ag. provizija 50 %. - 8735	5425645745282	03.03.2026. u 11:48
Vukov spomenik-Bulevar-ID 5186	500 €	Beograd	Opština Vračar	Bulevar kralja Aleksandra	Bulevar Kralja Aleksandra	stan	47 m2	2.0	Agencija	CG	namešteno	6	6	mesečno	['Odmah useljiv']	['Terasa', 'Lift', 'Telefon', 'Internet']	Bulevar-novija zgrada, namesten stan sa zasebnom spavacom sobom, VI sprat, lift, cg oko 8000 din, Ag provizija 50% ID 5186. - 5186	5425646485266	03.03.2026. u 11:48
Novo-3.0 stan-Izdaje se prazan, za poslovni prosto	900 €	Beograd	Opština Novi Beograd	Blok 22	Antifasisticke borbe	stan	77 m2	3.0	Agencija	CG	polunamešteno	2	6	mesečno	['Odmah useljiv']	['Terasa', 'Lift', 'Telefon', 'Internet']	Blok 22, preko puta Vagon restorana 3.0 stan u odličnom stanju, izdaje se BEZ NAMEŠTAJA, sa kuhinjom, za kancelarije, useljiv polovinom marta 2026 Ag. provizija 50% ID 2559. - 2559	5425646744016	03.03.2026. u 11:48
BW Aurora-Lux 2.0 stan	1.000 €	Beograd	Opština Savski venac	Beograd na vodi	BW Aurora	stan	55 m2	2.0	Agencija	CG	namešteno	9	23	mesečno	['Odmah useljiv']	['Terasa', 'Klima', 'Lift', 'Internet', 'Garaža']	Novo u ponudi, 2.0 opremljen stan sa garažom uz doplatu. Ag. provizija 50%. - 8515	5425644407677	03.03.2026. u 11:48
Lux stan, nova zgrada	850 €	Beograd	Opština Novi Beograd	Blok 63	Jurija Gagarina Petica	stan	45 m2	2.0	Agencija	CG	namešteno	4	8	mesečno	['Odmah useljiv']	['Terasa', 'Klima', 'Lift', 'Telefon', 'Garaža']	Nov objekat Petica Ugao Jurija Gagarina i Nehruove ulice dvosoban stan na IV-om spratu u opremljen modernim namestajem. Mogucnost zakupa garaze dodatno Ag. provizija 50% The corner Jurija Gagarina and Nehruova street, Petica . One bedroom apartment on the 4th floor , complete furnishing with modern furniture. Two blocks from Delta City Ag. fee 50% . - 8142	5425646799759	03.03.2026. u 11:48
Lux, šarmantan, 55m2, dvosoban, Vračar, Slavija	790 €	Beograd	Opština Vračar	Slavija	Svetog Save	stan	55 m2	2.0	Agencija	CG	namešteno	2	4		['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Terasa', 'Lođa', 'Klima', 'Podrum', 'Telefon', 'KATV', 'Internet', 'Interfon', 'Video nadzor']	U prilici smo da Vam predstavimo šarmantan, luksuzno opremljen, dvosoban stan koji se nalazi u jako lepom delu opštine Vračar, u ulici Svetog Save u neposrednoj blizini Slavije. Stan je po strukturi dvosoban i nalazi se drugom spratu u zgradi koja ima 4 sprata. Odlicnog je rasporeda i veoma svetao. Opremljen je sigurnosnim ulaznim vratima,vrhunskom drvo aluminijium stolarijom,hrastovim parketom,belom tehnikom odličnog kvaliteta...Grejanje je centralno.Mesečne režije stana su veoma niske. U neposrednoj blizini stana se nalaze vrtić,osnovna škola,prodavnice,banke,trg Slavija,gradski prevoz...Izuzetno je dobra povezanost sa svim krajevima grada. Stan se izdaje sa kompletnim nameštajem. (kao na slikama) Izuzetna ponuda.	5425644290438	03.03.2026. u 11:45
Best selection of exclusive homes & properties	1.600 €	Beograd	Opština Savski venac	Beograd na vodi		stan	72 m2	3.0	Agencija	CG	namešteno	7		mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Nije stan u kući', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Internet', 'Video nadzor', 'Garaža']	Ovaj stan od 72 kvadrata u Beogradu na vodi odiše savremenom estetikom i promišljenim prostornim rešenjima. Već na prvi pogled primetan je sklad između topline prirodnog drveta i elegancije tamnih elemenata, koji zajedno oblikuju sofisticiran, ali i prijatan ambijent. Središnji deo stana čini otvoreni dnevni prostor, gde se dnevna soba neprimetno stapa sa trpezarijom i kuhinjom. Prigušena paleta materijala — kombinacija mekih tekstura i glatkih, reflektujućih površina — stvara osećaj odmora i elegancije. Nad sofom dominira futuristička viseća lampa čiji obli, metalni oblici unose skulpturalni momenat. Ujedno, drvene i rebraste zidne obloge „omekšavaju“ modernu notu, dajući prostoru toplinu i taktilnost. Svetli podovi, u boji prirodnog hrasta, zaokružuju celu kompoziciju, čineći da enterijer diše punim plućima. Kuhinja je diskretno integrisana uz dnevni boravak, sa ormarima i frontovima u tamnim, gotovo grafitnim tonovima. Ovakav dramatičan kontrast sa svetlim podovima doprinosi osećaju ekskluzivnosti. Jasno definisana linija visećih ormarića, bez suvišnih detalja, zadržava minimalistički duh. Trpezarijski sto okruglog oblika, u crnim ili antracit tonovima, prati geometriju ostatka prostora. Stolice s blagim tapacirungom održavaju udobnost, dok crni metalni okviri daju vizuelnu lakoću. Nad stolom se nalazi jednostavna, ali efektna visilica koja svojim oblikom ili bojom prati liniju rasvete u dnevnom boravku. Rezultat je harmonična, ali nimalo monotona trpezarijska celina. U spavaćim sobama paleta boja prelazi u nežnije, svetlije tonove. Veliki, tapacirani krevet u toploj sivo-bež nijansi daje mekoću prostoru. Zidovi su izvedeni u svetlim, neutralnim bojama, dok su zastori i zavese u nešto tamnijem, elegantnom sivom, kako bi se postigao kontrast i pojačao osećaj dubine. Prozor od poda do plafona propušta obilje prirodne svetlosti i otvara pogled na panoramu grada. Diskretni crni akcenti – bilo da su to zidne lampe za čitanje ili detalji na ručkama – unose kontinuitet s ostatkom stana. Ovaj stan je primer uravnotežene moderne estetike: nežne boje i prirodni materijali (drvo, tekstil u toplim nijansama) usklađeni su sa snažnim, tamnijim naglascima (crni metal, antracit frontovi, akcentne rasvete). U celini, enterijer je zamišljen tako da izgleda luksuzno, ali nepretenciozno; da se lako održava, ali i da „diše“ kroz prozračnost i prirodno svetlo. Sve to ga čini sjajnim mestom za život u srcu jednog od najdinamičnijih i najmodernijih beogradskih kvartova. . . . This 72-square-meter apartment in Belgrade Waterfront exudes modern elegance, blending the warmth of natural wood with refined dark accents. The main open-plan area seamlessly unites living room, dining space, and kitchen, where light oak floors, soft textures, and smooth surfaces create a relaxed yet sophisticated feel. A statement pendant lamp above the sofa introduces a sculptural flair, while ribbed wooden wall panels add warmth and tactility..	5425645297164	03.03.2026. u 11:43
Prostrani salonac u centru sa saunom	950 €	Beograd	Opština Palilula	Bulevar despota Stefana	Bulevar despota Stefana	stan	105 m2	4.0	Agencija		namešteno	1	3				U prilici smo da Vam ponudimo prostrani salonac u centru grada.  Stan se sastoji od ulaznog hodnika, dnevne sobe, tri spavace sobe, kuhinje, trpezarije i kupatila. Stan poseduje i saunu koja se nalazi u kupatilakom delu.	5425644760859	03.03.2026. u 11:19
Čuburski park, namešten, svetao stan, odmah uselji	1.150 €	Beograd	Opština Vračar	Čubura	Cara Nikolaja II	stan	88 m2	3.0	Agencija	CG	namešteno	4	5	mesečno	['Odmah useljiv', 'Nije poslednji sprat']	['Lođa', 'Klima', 'Lift', 'KATV', 'Internet', 'Interfon', 'Video nadzor']	U ponudi prostran i svetao stan na u samom srcu Vračara u ulici Cara Nikolaja II u prekoputa Čuburskog parka. Stan se nalazi na IV. spratu i sastoji se od predsoblja, prostrane dnevne sobe sa odvojenom trpezarijom i kuhinjom, odvojenog spavaćeg bloka sa dve velike spavaće sobe, toaleta, kupatila i lođe sa pogledom na Čuburski park na koju imaju pristup obe spavaće sobe. Stan je potpuno opremljen kvalitetnim nameštajem i kompletnom belom tehnikom. Stan se nalazi na odličnoj lokaciji, u blizini se nalaze svi potrebni sadržaji, odlična povezanost sa drugim delovima grada. Posrednička provizija iznosi 50% od jedne zakupnine i plaća se jednokratno.	5425646841019	03.03.2026. u 11:16
Centar - Beograd na vodi BW #65452	1.500 €	Beograd	Opština Savski venac	Beograd na vodi	Bulevar Vudroa Vilsona	stan	80 m2	3.0	Agencija	CG	namešteno	1	24	mesečno	['Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet', 'Garaža']	50% od prve mesečne zakupnine	5425646435732	03.03.2026. u 10:39
Širi centar - Banovo brdo #66438	350 €	Beograd	Opština Čukarica	Banovo brdo	Mira Popare	stan	30 m2	1.0	Agencija	CG	namešteno	VPR	4	mesečno	['Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet']	50% od prve mesečne zakupnine	5425646837413	03.03.2026. u 10:39
Novi Beograd - Ledine #66439	550 €	Beograd	Opština Novi Beograd	Ledine	Vojvođanska	stan	65 m2	3.0	Agencija	EG	namešteno	VPR	4	mesečno	['Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet']	50% od prve mesečne zakupnine	5425646837414	03.03.2026. u 10:39
Novi Beograd - Stari merkator #66444	600 €	Beograd	Opština Novi Beograd	Stari Merkator	Bulevar Maršala Tolbuhina	stan	47 m2	2.0	Agencija	CG	namešteno	5	8	mesečno	['Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Telefon', 'KATV', 'Internet']	50% od prve mesečne zakupnine	5425646838459	03.03.2026. u 10:39
Voždovačka crkva, lux, renoviran, mereno 60m2 ID#1	800 €	Beograd	Opština Voždovac	Voždovačka crkva	Vojvode Stepe	stan	45 m2	2.0	Agencija	CG	namešteno	4	21	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Interfon']	"Budite prvi stanari u tek renoviranom i lux opremljenom stanu! U blizini Voždovačke crkve i Bajfordove šume, u Ulici Vojvode Stepe, izdaje se kompletno renoviran i opremljen dvosoban stan, sa dve lođe i centralnim grejanjem. Sastoji se iz komotnog ulaznog predsoblja u kome su smešteni ugradni plakari, trpezarije sa kuhinjom sa izlazom na jednu lođu, velikog dnevnog boravka sa izlazom na drugu lođu, spavaće sobe i kupatila. Stan je opremljen kompletnom belom tehnikom koja je u garanciji - sudo mašina, mašina za pranje i sušenje veša, frižider sa velikim zamrzivačem, keramička ploča i rerna, bojler. Zgrada ima dva lifta, dobro održavana, sa interfonom. Parking je lako naći ispred zgrade. Na svega nekoliko koraka nalaze se supermarketi, pošta, drogerije, fitnes studio 24h, banke, fakulteti, škole, stajalište gradskog prevoza... a svega 2-3 minuta šetnje vas deli od Banjičke šume. Odmah useljiv. Depozit je obavezan. Za svaku preporuku. Agencijska provizija 50% vrednosti jedne mesečne zakupnine Agent: Jasna Šnajder, br. licence:2844 ""Art nekretnine"" d.o.o. Beograd Reg. br.339 011/26-20-734 DĆ02 ."	5425646195490	03.03.2026. u 10:26
Renoviran 3.0, parking, Pet friendly ID#13849	1.200 €	Beograd	Opština Savski venac	Beograđanka	Admirala Geprata	stan	107 m2	3.0	Agencija	CG	namešteno	1	5	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit']	['Terasa', 'Klima', 'Lift', 'Podrum', 'Interfon', 'Parking']	"U strogom centru grada, izdaje se potpuno renoviran trosoban stan sa čak 4 komforne lođe, kompletno namešten. Nalazi se na prvom spratu u starijoj kvalitetnoj zgradi sa liftom i centralnim grejanjem. Pozicioniran u samom parku, dodatno obezbeđuje miran i kvalitetan život, te je idealan izbor za porodice sa decom i kućnim ljubimcima. Organizacija prostora: ulazno predsoblje, kupatilo, velika kuhinja sa trpezarijom sa ekonomskom lođom i toaletom, dnevna soba, dve komforne spavaće sobe. Svaka soba ima izlaz na svoju lođu sa pogledom na park. U cenu zakupa uračunato je parking mesto u dvorištu zgrade, sa rampom i tagom. Mogućnost izdavanja potpuno praznog prostora. Obavezana su 2 depozita. Odmah useljiv. Agencijska provizija 50% vrednosti jedne mesečne zakupnine. Agent: Jasna Šnajder, br. licence:2844 ""Art nekretnine"" d.o.o. Beograd Reg. br.339 011/262 07 34 DĆ02 ."	5425646748261	03.03.2026. u 10:26
Činovnička kolonija, mereno 105m2 ID#14026	1.200 €	Beograd	Opština Voždovac	Činovnička kolonija	Koste Jovanovića	stan	96 m2	4.0	Agencija	EG	namešteno	1	2	mesečno	['Odmah useljiv', 'Nije poslednji sprat', 'Depozit']	['Terasa', 'Lođa', 'Klima', 'Interfon']	"Prelep salonski stan smešten u mirnom i elitnom delu Voždovca, okružen zelenilom i prijatnim ambijentom, predstavlja savršen spoj elegancije, komfora i funkcionalnosti. Četvorosoban, dobro organizovanog rasporeda, sastoji se od tri elegantno uređena salonska prostora i jedne spavaće sobe, pružajući obilje svetlosti i osećaj prostranosti. Ovaj prestižni stan je pravi dragulj – reprezentativan, otmen i prilagodljiv različitim potrebama. Idealan je kako za porodično stanovanje, tako i za poslovni prostor (kancelarije, ordinacije, predstavništva). Izdaje se namešten ili prazan, u skladu sa željama i potrebama zakupca. Stan je sveže okrečen, poseduje veliku terasu, kao i lođu koja pruža savršen kutak za odmor i opuštanje. U neposrednoj blizini nalaze se stadion Rajko Mitić (Marakana), škole, fakulteti, kao i svi važni sadržaji potrebni za udoban i kvalitetan život. Grejanje je etažno na gas, što omogućava potpunu kontrolu potrošnje i troškova. U okolini je dostupno ulično parkiranje van zone, a odlična povezanost linijama javnog prevoza omogućava brzu i jednostavnu komunikaciju sa svim delovima grada. Stan je useljiv od 1. marta, uz obavezan depozit. Agencijska provizija 50% vrednosti jedne mesečne zakupnine. Agent: Jasna Šnajder, br. licence: 2844 ""Art nekretnine"" d.o.o. Beograd, Reg. br. 339 011/26-20-734 VE02 ."	5425646790556	03.03.2026. u 10:26
Zvezdara, sa svim troškovima, mereno 64m² ID#14107	650 €	Beograd	Opština Zvezdara	Vukov Spomenik	Vojvode Savatija	stan	52 m2	2.0	Agencija	CG	namešteno	5	5	mesečno	['Depozit']	['Terasa', 'Klima', 'Lift', 'Internet', 'Interfon', 'Video nadzor']	"U ponudi je komforan dvosoban stan u ulici Vojvode Savatija, smešten u novoj i uredno održavanoj zgradi sa liftom. Lokacija je izuzetno mirna, a istovremeno odlično povezana sa ostatkom grada. Stan ima 64m² i funkcionalno je organizovan. Sastoji se od prostrane dnevne sobe povezane sa kuhinjom i trpezarijom, komforne spavaće sobe, kupatila i terase. Dvostrano je orijentisan, što obezbeđuje obilje prirodne svetlosti tokom dana. Potpuno je opremljen novim tehničkim uređajima i nameštajem, te je spreman za useljenje bez dodatnih ulaganja. Grejanje je centralno, a dodatni komfor pruža klima uređaj. Kućni ljubimci su dozvoljeni. Stan je moderno uređen i prijatan za život, ali i veoma pogodan za rad od kuće. Idealan izbor za zakupce koji traže kvalitet, komfor i mir na odličnoj lokaciji. Agencijska provizija 50% vrednosti jedne mesečne zakupnine. Agent: Jasna Šnajder, br. licence: 2844 ""Art nekretnine"" d.o.o. Beograd, reg. br. 339 011/26-20-734 LK02 ."	5425646797103	03.03.2026. u 10:26
